服务号,实际运行等级,station_pair
53002.0,,柳隘-海晏北路
53004.0,,柳隘-海晏北路
53006.0,,柳隘-海晏北路
50503.0,,梅堰-兴海南路
52503.0,,梅堰-兴海南路
53003.0,,梅堰-兴海南路
53005.0,,梅堰-兴海南路
50304.0,,梅堰-永茂路
53002.0,,梅堰-永茂路
53004.0,,梅堰-永茂路
53006.0,,梅堰-永茂路
50304.0,,民安东路-会展中心
53002.0,,民安东路-会展中心
53004.0,,民安东路-会展中心
53006.0,,民安东路-会展中心
50503.0,,民安东路-海晏北路
52503.0,,民安东路-海晏北路
53003.0,,民安东路-海晏北路
53005.0,,民安东路-海晏北路
50303.0,,永茂路-梅堰
52503.0,,永茂路-梅堰
53003.0,,永茂路-梅堰
53005.0,,永茂路-梅堰
50304.0,,永茂路-镇海大道
53002.0,,永茂路-镇海大道
53004.0,,永茂路-镇海大道
53006.0,,永茂路-镇海大道
50503.0,,泗港-大洋江
52503.0,,泗港-大洋江
53003.0,,泗港-大洋江
53005.0,,泗港-大洋江
50304.0,,泗港-曹隘
53002.0,,泗港-曹隘
53004.0,,泗港-曹隘
53006.0,,泗港-曹隘
50503.0,,海晏北路-柳隘
52503.0,,海晏北路-柳隘
53003.0,,海晏北路-柳隘
53005.0,,海晏北路-柳隘
50304.0,,海晏北路-民安东路
53002.0,,海晏北路-民安东路
53004.0,,海晏北路-民安东路
53006.0,,海晏北路-民安东路
50304.0,,盎孟港-三官堂
53002.0,,盎孟港-三官堂
53004.0,,盎孟港-三官堂
53006.0,,盎孟港-三官堂
50503.0,,盎孟港-院士路
52503.0,,盎孟港-院士路
53003.0,,盎孟港-院士路
53005.0,,盎孟港-院士路
50503.0,,石碶-同德路
52503.0,,石碶-同德路
53003.0,,石碶-同德路
50503.0,,石碶-雅渡
53002.0,,石碶-雅渡
53004.0,,石碶-雅渡
53006.0,,石碶-雅渡
50503.0,,鄞州区政府-钟公庙
52503.0,,鄞州区政府-钟公庙
53003.0,,鄞州区政府-钟公庙
53005.0,,鄞州区政府-钟公庙
50304.0,,鄞州区政府-钱湖南路
53002.0,,鄞州区政府-钱湖南路
53004.0,,鄞州区政府-钱湖南路
53006.0,,鄞州区政府-钱湖南路
50503.0,,钟公庙-庙堰
52503.0,,钟公庙-庙堰
53003.0,,钟公庙-庙堰
53005.0,,钟公庙-庙堰
50304.0,,钟公庙-鄞州区政府
53002.0,,钟公庙-鄞州区政府
53004.0,,钟公庙-鄞州区政府
53006.0,,钟公庙-鄞州区政府
50304.0,,钱湖南路-南高教园区
53002.0,,钱湖南路-南高教园区
53004.0,,钱湖南路-南高教园区
53006.0,,钱湖南路-南高教园区
50503.0,,钱湖南路-鄞州区政府
52503.0,,钱湖南路-鄞州区政府
53003.0,,钱湖南路-鄞州区政府
53005.0,,钱湖南路-鄞州区政府
50303.0,,镇海大道-永茂路
52503.0,,镇海大道-永茂路
53003.0,,镇海大道-永茂路
53005.0,,镇海大道-永茂路
50304.0,,镇海大道-骆驼桥
53002.0,,镇海大道-骆驼桥
53004.0,,镇海大道-骆驼桥
53006.0,,镇海大道-骆驼桥
50503.0,,院士路-会展中心
52503.0,,院士路-会展中心
53003.0,,院士路-会展中心
53005.0,,院士路-会展中心
50304.0,,院士路-盎孟港
53002.0,,院士路-盎孟港
53004.0,,院士路-盎孟港
53006.0,,院士路-盎孟港
50503.0,,雅渡-庙堰
53002.0,,雅渡-庙堰
53004.0,,雅渡-庙堰
53006.0,,雅渡-庙堰
50503.0,,雅渡-石碶
52503.0,,雅渡-石碶
53003.0,,雅渡-石碶
53005.0,,雅渡-石碶
50305.0,,骆驼桥-镇海大道
53003.0,,骆驼桥-镇海大道
53005.0,,骆驼桥-镇海大道
,,下应路-南高教园区
,,南高教园区-钱湖南路
,,同德路-张家潭
,,大洋江-下应路
,,庙堰-雅渡
,,张家潭-布政
,,泗港-大洋江
,,石碶-同德路
,,鄞州区政府-钟公庙
,,钟公庙-庙堰
,,钱湖南路-鄞州区政府
,,雅渡-石碶
51002.0,,三官堂-兴庄路
51004.0,,三官堂-兴庄路
51006.0,,三官堂-兴庄路
51008.0,,三官堂-兴庄路
51510.0,,三官堂-兴庄路
51012.0,,三官堂-兴庄路
51014.0,,三官堂-兴庄路
51016.0,,三官堂-兴庄路
51003.0,,三官堂-盎孟港
51005.0,,三官堂-盎孟港
51007.0,,三官堂-盎孟港
51009.0,,三官堂-盎孟港
51011.0,,三官堂-盎孟港
51013.0,,三官堂-盎孟港
51015.0,,三官堂-盎孟港
51003.0,,下应路-南高教园区
51005.0,,下应路-南高教园区
51007.0,,下应路-南高教园区
51009.0,,下应路-南高教园区
51011.0,,下应路-南高教园区
51013.0,,下应路-南高教园区
51015.0,,下应路-南高教园区
51002.0,,下应路-大洋江
51004.0,,下应路-大洋江
51006.0,,下应路-大洋江
51008.0,,下应路-大洋江
51510.0,,下应路-大洋江
51012.0,,下应路-大洋江
51014.0,,下应路-大洋江
51016.0,,下应路-大洋江
51003.0,,会展中心-民安东路
51005.0,,会展中心-民安东路
51007.0,,会展中心-民安东路
51009.0,,会展中心-民安东路
51011.0,,会展中心-民安东路
51013.0,,会展中心-民安东路
51015.0,,会展中心-民安东路
51002.0,,会展中心-院士路
51004.0,,会展中心-院士路
51006.0,,会展中心-院士路
51008.0,,会展中心-院士路
51510.0,,会展中心-院士路
51012.0,,会展中心-院士路
51014.0,,会展中心-院士路
51016.0,,会展中心-院士路
51003.0,,兴庄路-三官堂
51005.0,,兴庄路-三官堂
51007.0,,兴庄路-三官堂
51009.0,,兴庄路-三官堂
51011.0,,兴庄路-三官堂
51013.0,,兴庄路-三官堂
51015.0,,兴庄路-三官堂
51002.0,,兴庄路-兴海南路
51004.0,,兴庄路-兴海南路
51006.0,,兴庄路-兴海南路
51008.0,,兴庄路-兴海南路
51510.0,,兴庄路-兴海南路
51012.0,,兴庄路-兴海南路
51014.0,,兴庄路-兴海南路
51016.0,,兴庄路-兴海南路
51003.0,,兴海南路-兴庄路
51005.0,,兴海南路-兴庄路
51007.0,,兴海南路-兴庄路
51009.0,,兴海南路-兴庄路
51011.0,,兴海南路-兴庄路
51013.0,,兴海南路-兴庄路
51015.0,,兴海南路-兴庄路
51002.0,,兴海南路-梅堰
51004.0,,兴海南路-梅堰
51006.0,,兴海南路-梅堰
51008.0,,兴海南路-梅堰
51510.0,,兴海南路-梅堰
51012.0,,兴海南路-梅堰
51014.0,,兴海南路-梅堰
51016.0,,兴海南路-梅堰
51002.0,,南高教园区-下应路
51004.0,,南高教园区-下应路
51006.0,,南高教园区-下应路
51008.0,,南高教园区-下应路
51510.0,,南高教园区-下应路
51012.0,,南高教园区-下应路
51014.0,,南高教园区-下应路
51016.0,,南高教园区-下应路
51003.0,,南高教园区-钱湖南路
51005.0,,南高教园区-钱湖南路
51007.0,,南高教园区-钱湖南路
51009.0,,南高教园区-钱湖南路
51011.0,,南高教园区-钱湖南路
51013.0,,南高教园区-钱湖南路
51015.0,,南高教园区-钱湖南路
51003.0,,同德路-张家潭
51005.0,,同德路-张家潭
51007.0,,同德路-张家潭
51009.0,,同德路-张家潭
51011.0,,同德路-张家潭
51013.0,,同德路-张家潭
51015.0,,同德路-张家潭
51002.0,,同德路-石碶
51004.0,,同德路-石碶
51006.0,,同德路-石碶
51008.0,,同德路-石碶
50510.0,,同德路-石碶
51012.0,,同德路-石碶
51014.0,,同德路-石碶
51016.0,,同德路-石碶
51003.0,,大洋江-下应路
51005.0,,大洋江-下应路
51007.0,,大洋江-下应路
51009.0,,大洋江-下应路
51011.0,,大洋江-下应路
51013.0,,大洋江-下应路
51015.0,,大洋江-下应路
51002.0,,大洋江-泗港
51004.0,,大洋江-泗港
51006.0,,大洋江-泗港
51008.0,,大洋江-泗港
51510.0,,大洋江-泗港
51012.0,,大洋江-泗港
51014.0,,大洋江-泗港
51016.0,,大洋江-泗港
51002.0,,布政-张家潭
51004.0,,布政-张家潭
51006.0,,布政-张家潭
51008.0,,布政-张家潭
50510.0,,布政-张家潭
51012.0,,布政-张家潭
51016.0,,布政-张家潭
51002.0,,庙堰-钟公庙
51004.0,,庙堰-钟公庙
51006.0,,庙堰-钟公庙
51008.0,,庙堰-钟公庙
50510.0,,庙堰-钟公庙
51012.0,,庙堰-钟公庙
51014.0,,庙堰-钟公庙
51016.0,,庙堰-钟公庙
51003.0,,庙堰-雅渡
51005.0,,庙堰-雅渡
51007.0,,庙堰-雅渡
51009.0,,庙堰-雅渡
51011.0,,庙堰-雅渡
51013.0,,庙堰-雅渡
51015.0,,庙堰-雅渡
51002.0,,张家潭-同德路
51004.0,,张家潭-同德路
51006.0,,张家潭-同德路
51008.0,,张家潭-同德路
50510.0,,张家潭-同德路
51012.0,,张家潭-同德路
51014.0,,张家潭-同德路
51016.0,,张家潭-同德路
51003.0,,张家潭-布政
51005.0,,张家潭-布政
51007.0,,张家潭-布政
51009.0,,张家潭-布政
51011.0,,张家潭-布政
51013.0,,张家潭-布政
51015.0,,张家潭-布政
51002.0,,曹隘-柳隘
51004.0,,曹隘-柳隘
51006.0,,曹隘-柳隘
51008.0,,曹隘-柳隘
51510.0,,曹隘-柳隘
51012.0,,曹隘-柳隘
51014.0,,曹隘-柳隘
51016.0,,曹隘-柳隘
51003.0,,曹隘-泗港
51005.0,,曹隘-泗港
51007.0,,曹隘-泗港
51009.0,,曹隘-泗港
51011.0,,曹隘-泗港
51013.0,,曹隘-泗港
51015.0,,曹隘-泗港
51003.0,,柳隘-曹隘
51005.0,,柳隘-曹隘
51007.0,,柳隘-曹隘
51009.0,,柳隘-曹隘
51011.0,,柳隘-曹隘
51013.0,,柳隘-曹隘
51015.0,,柳隘-曹隘
,,柳隘-曹隘
51002.0,,柳隘-海晏北路
51004.0,,柳隘-海晏北路
51006.0,,柳隘-海晏北路
51008.0,,柳隘-海晏北路
51510.0,,柳隘-海晏北路
51012.0,,柳隘-海晏北路
51014.0,,柳隘-海晏北路
51016.0,,柳隘-海晏北路
51003.0,,梅堰-兴海南路
51005.0,,梅堰-兴海南路
51007.0,,梅堰-兴海南路
51009.0,,梅堰-兴海南路
51011.0,,梅堰-兴海南路
51013.0,,梅堰-兴海南路
51015.0,,梅堰-兴海南路
51002.0,,梅堰-永茂路
51004.0,,梅堰-永茂路
51006.0,,梅堰-永茂路
51008.0,,梅堰-永茂路
51510.0,,梅堰-永茂路
51012.0,,梅堰-永茂路
51014.0,,梅堰-永茂路
51016.0,,梅堰-永茂路
51002.0,,民安东路-会展中心
51004.0,,民安东路-会展中心
51006.0,,民安东路-会展中心
51008.0,,民安东路-会展中心
51510.0,,民安东路-会展中心
51012.0,,民安东路-会展中心
51014.0,,民安东路-会展中心
51016.0,,民安东路-会展中心
51003.0,,民安东路-海晏北路
51005.0,,民安东路-海晏北路
51007.0,,民安东路-海晏北路
51009.0,,民安东路-海晏北路
51011.0,,民安东路-海晏北路
51013.0,,民安东路-海晏北路
51015.0,,民安东路-海晏北路
51003.0,,永茂路-梅堰
51005.0,,永茂路-梅堰
51007.0,,永茂路-梅堰
51009.0,,永茂路-梅堰
51510.0,,永茂路-梅堰
51013.0,,永茂路-梅堰
51015.0,,永茂路-梅堰
51002.0,,永茂路-镇海大道
51004.0,,永茂路-镇海大道
51006.0,,永茂路-镇海大道
51008.0,,永茂路-镇海大道
51510.0,,永茂路-镇海大道
51012.0,,永茂路-镇海大道
51014.0,,永茂路-镇海大道
51016.0,,永茂路-镇海大道
51003.0,,泗港-大洋江
51005.0,,泗港-大洋江
51007.0,,泗港-大洋江
51009.0,,泗港-大洋江
51011.0,,泗港-大洋江
51013.0,,泗港-大洋江
51015.0,,泗港-大洋江
51002.0,,泗港-曹隘
51004.0,,泗港-曹隘
51006.0,,泗港-曹隘
51008.0,,泗港-曹隘
51510.0,,泗港-曹隘
51012.0,,泗港-曹隘
51014.0,,泗港-曹隘
51016.0,,泗港-曹隘
51003.0,,海晏北路-柳隘
51005.0,,海晏北路-柳隘
51007.0,,海晏北路-柳隘
51009.0,,海晏北路-柳隘
51011.0,,海晏北路-柳隘
51013.0,,海晏北路-柳隘
51015.0,,海晏北路-柳隘
51002.0,,海晏北路-民安东路
51004.0,,海晏北路-民安东路
51006.0,,海晏北路-民安东路
51008.0,,海晏北路-民安东路
51510.0,,海晏北路-民安东路
51012.0,,海晏北路-民安东路
51014.0,,海晏北路-民安东路
51016.0,,海晏北路-民安东路
51002.0,,盎孟港-三官堂
51004.0,,盎孟港-三官堂
51006.0,,盎孟港-三官堂
51008.0,,盎孟港-三官堂
51510.0,,盎孟港-三官堂
51012.0,,盎孟港-三官堂
51014.0,,盎孟港-三官堂
51016.0,,盎孟港-三官堂
51003.0,,盎孟港-院士路
51005.0,,盎孟港-院士路
51007.0,,盎孟港-院士路
51009.0,,盎孟港-院士路
51011.0,,盎孟港-院士路
51013.0,,盎孟港-院士路
51015.0,,盎孟港-院士路
51003.0,,石碶-同德路
51005.0,,石碶-同德路
51007.0,,石碶-同德路
51009.0,,石碶-同德路
51011.0,,石碶-同德路
51013.0,,石碶-同德路
51015.0,,石碶-同德路
51002.0,,石碶-雅渡
51004.0,,石碶-雅渡
51006.0,,石碶-雅渡
51008.0,,石碶-雅渡
50510.0,,石碶-雅渡
51012.0,,石碶-雅渡
51014.0,,石碶-雅渡
51016.0,,石碶-雅渡
51003.0,,鄞州区政府-钟公庙
51005.0,,鄞州区政府-钟公庙
51007.0,,鄞州区政府-钟公庙
51009.0,,鄞州区政府-钟公庙
51011.0,,鄞州区政府-钟公庙
51013.0,,鄞州区政府-钟公庙
51015.0,,鄞州区政府-钟公庙
51002.0,,鄞州区政府-钱湖南路
51004.0,,鄞州区政府-钱湖南路
51006.0,,鄞州区政府-钱湖南路
51008.0,,鄞州区政府-钱湖南路
50510.0,,鄞州区政府-钱湖南路
51012.0,,鄞州区政府-钱湖南路
51014.0,,鄞州区政府-钱湖南路
51016.0,,鄞州区政府-钱湖南路
51003.0,,钟公庙-庙堰
51005.0,,钟公庙-庙堰
51007.0,,钟公庙-庙堰
51009.0,,钟公庙-庙堰
51011.0,,钟公庙-庙堰
51013.0,,钟公庙-庙堰
51015.0,,钟公庙-庙堰
51002.0,,钟公庙-鄞州区政府
51004.0,,钟公庙-鄞州区政府
51006.0,,钟公庙-鄞州区政府
51008.0,,钟公庙-鄞州区政府
50510.0,,钟公庙-鄞州区政府
51012.0,,钟公庙-鄞州区政府
51014.0,,钟公庙-鄞州区政府
51016.0,,钟公庙-鄞州区政府
51002.0,,钱湖南路-南高教园区
51004.0,,钱湖南路-南高教园区
51006.0,,钱湖南路-南高教园区
51008.0,,钱湖南路-南高教园区
51510.0,,钱湖南路-南高教园区
51012.0,,钱湖南路-南高教园区
51014.0,,钱湖南路-南高教园区
51016.0,,钱湖南路-南高教园区
51003.0,,钱湖南路-鄞州区政府
51005.0,,钱湖南路-鄞州区政府
51007.0,,钱湖南路-鄞州区政府
51009.0,,钱湖南路-鄞州区政府
51011.0,,钱湖南路-鄞州区政府
51013.0,,钱湖南路-鄞州区政府
51015.0,,钱湖南路-鄞州区政府
51003.0,,镇海大道-永茂路
51005.0,,镇海大道-永茂路
51007.0,,镇海大道-永茂路
51009.0,,镇海大道-永茂路
51510.0,,镇海大道-永茂路
51013.0,,镇海大道-永茂路
51015.0,,镇海大道-永茂路
51002.0,,镇海大道-骆驼桥
51004.0,,镇海大道-骆驼桥
51006.0,,镇海大道-骆驼桥
51008.0,,镇海大道-骆驼桥
51510.0,,镇海大道-骆驼桥
51012.0,,镇海大道-骆驼桥
51014.0,,镇海大道-骆驼桥
51016.0,,镇海大道-骆驼桥
51003.0,,院士路-会展中心
51005.0,,院士路-会展中心
51007.0,,院士路-会展中心
51009.0,,院士路-会展中心
51011.0,,院士路-会展中心
51013.0,,院士路-会展中心
51015.0,,院士路-会展中心
51002.0,,院士路-盎孟港
51004.0,,院士路-盎孟港
51006.0,,院士路-盎孟港
51008.0,,院士路-盎孟港
51510.0,,院士路-盎孟港
51012.0,,院士路-盎孟港
51014.0,,院士路-盎孟港
51016.0,,院士路-盎孟港
51002.0,,雅渡-庙堰
51004.0,,雅渡-庙堰
51006.0,,雅渡-庙堰
51008.0,,雅渡-庙堰
50510.0,,雅渡-庙堰
51012.0,,雅渡-庙堰
51014.0,,雅渡-庙堰
51016.0,,雅渡-庙堰
51003.0,,雅渡-石碶
51005.0,,雅渡-石碶
51007.0,,雅渡-石碶
51009.0,,雅渡-石碶
51011.0,,雅渡-石碶
51013.0,,雅渡-石碶
51015.0,,雅渡-石碶
51003.0,,骆驼桥-镇海大道
51005.0,,骆驼桥-镇海大道
51007.0,,骆驼桥-镇海大道
51009.0,,骆驼桥-镇海大道
51510.0,,骆驼桥-镇海大道
51013.0,,骆驼桥-镇海大道
51015.0,,骆驼桥-镇海大道
,,三官堂-兴庄路
,,三官堂-盎孟港
,,下应路-大洋江
,,会展中心-民安东路
,,会展中心-院士路
,,兴庄路-三官堂
,,兴庄路-兴海南路
,,兴海南路-兴庄路
,,兴海南路-梅堰
,,南高教园区-下应路
,,同德路-石碶
,,大洋江-泗港
,,布政-张家潭
,,庙堰-钟公庙
,,张家潭-同德路
,,曹隘-柳隘
,,曹隘-泗港
,,柳隘-海晏北路
,,梅堰-兴海南路
,,梅堰-永茂路
,,民安东路-会展中心
,,民安东路-海晏北路
,,永茂路-梅堰
,,永茂路-镇海大道
,,泗港-曹隘
,,海晏北路-柳隘
,,海晏北路-民安东路
,,盎孟港-三官堂
,,盎孟港-院士路
,,石碶-雅渡
,,鄞州区政府-钱湖南路
,,钟公庙-鄞州区政府
,,钱湖南路-南高教园区
,,镇海大道-永茂路
,,镇海大道-骆驼桥
,,院士路-会展中心
,,院士路-盎孟港
,,雅渡-庙堰
,,骆驼桥-镇海大道
